Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
20007;Buzenval - Avron;OUI;0;41;9;0;9;OUI;OUI;2025-04-17T15:41:32+00:00;48.851617204999, 2.4015135973077;Paris;75056;
42501;Raspail - Albert Schweitzer;OUI;0;13;15;14;1;OUI;OUI;2025-04-17T15:40:25+00:00;48.81031545, 2.34395871;Gentilly;94037;
13033;Porte d'Italie;OUI;0;8;5;1;4;OUI;OUI;2025-04-17T15:41:30+00:00;48.817161987718954, 2.360236309468746;Paris;75056;
6008;Assas - Luxembourg;OUI;0;30;3;2;1;OUI;OUI;2025-04-17T15:39:03+00:00;48.843734468779, 2.3334283818759;Paris;75056;
20122;Vitruve - Davout;OUI;0;20;2;1;1;OUI;OUI;2025-04-17T15:40:36+00:00;48.86053161154489, 2.4091592812626543;Paris;75056;
13109;Brillat-Savarin - Küss;OUI;0;10;11;9;2;OUI;OUI;2025-04-17T15:41:45+00:00;48.822203, 2.350422;Paris;75056;
16020;Place de la Porte de Passy;OUI;0;7;26;15;11;OUI;OUI;2025-04-17T15:42:45+00:00;48.857341095470794, 2.2644165538827115;Paris;75056;
21204;Estienne d'Orves - Henri Ginoux;OUI;0;27;4;2;2;OUI;OUI;2025-04-17T15:33:39+00:00;48.815388220397274, 2.320886790760933;Montrouge;92049;
13126;Place Nationale - Château-des-Rentiers;OUI;0;16;2;2;0;OUI;OUI;2025-04-17T15:42:39+00:00;48.829268, 2.365212;Paris;75056;
42209;Place de l'Europe - Quai de Bercy;OUI;0;8;8;6;2;OUI;OUI;2025-04-17T15:41:39+00:00;48.82529858840266, 2.3945679143071175;Charenton-le-Pont;94018;
14101;Gare Montparnasse - Edgar Quinet;OUI;7;27;6;1;5;OUI;OUI;2025-04-17T15:40:54+00:00;48.841487851079, 2.3233232282801;Paris;75056;
22206;Louis Pasteur - Albert Petit;OUI;0;25;4;3;1;OUI;OUI;2025-04-17T15:37:09+00:00;48.796261, 2.317289;Bagneux;92007;
17015;Place de Lévis;OUI;0;38;7;3;4;OUI;OUI;2025-04-17T15:42:09+00:00;48.883546851533254, 2.3131933808326726;Paris;75056;
21217;Louis Rolland - République;OUI;0;25;1;1;0;OUI;OUI;2025-04-17T15:37:49+00:00;48.81710889740748, 2.3193106434955717;Montrouge;92049;
15023;La Motte-Picquet - Grenelle;OUI;0;6;28;22;6;OUI;OUI;2025-04-17T15:41:59+00:00;48.84858321339195, 2.299347817897797;Paris;75056;
15030;Emeriau - Beaugrenelle;OUI;0;10;60;55;5;OUI;OUI;2025-04-17T15:42:02+00:00;48.84791249714942, 2.2843059897422795;Paris;75056;
42003;Place de l'Insurrection d'Août 1944;OUI;0;5;25;20;5;OUI;OUI;2025-04-17T15:42:27+00:00;48.81477852751594, 2.398074567317963;Ivry-sur-Seine;94041;
16011;Victor Hugo - La Pompe;OUI;10;32;6;3;3;OUI;OUI;2025-04-17T15:42:23+00:00;48.86795222470859, 2.28146318346262;Paris;75056;
8013;Marignan - Champs-Elysées;OUI;0;0;0;0;0;NON;NON;2024-10-07T17:15:37+00:00;48.869495661232, 2.3066138139003;Paris;75056;
12007;Gare de Lyon - Chalon;OUI;0;5;39;31;8;OUI;OUI;2025-04-17T15:42:03+00:00;48.845666194202, 2.3741452395916;Paris;75056;
12043;Daumesnil - Hébrard;OUI;0;14;24;16;8;OUI;OUI;2025-04-17T15:42:37+00:00;48.8429, 2.38474;Paris;75056;
35007;Benjamin Delessert - Jean Lolive;OUI;0;13;7;4;3;OUI;OUI;2025-04-17T15:41:44+00:00;48.89392043619345, 2.417981922626496;Pantin;93055;
14131;Jourdan - Monticelli;OUI;0;29;1;0;1;OUI;OUI;2025-04-17T15:38:16+00:00;48.822032, 2.329095;Paris;75056;
44101;Place Mongolfier;OUI;0;25;13;13;0;OUI;OUI;2025-04-17T15:38:43+00:00;48.815160030060376, 2.4592879414558415;Saint-Maurice;94069;
44007;Camille Groult - Guy Môquet;OUI;0;9;13;9;4;OUI;OUI;2025-04-17T15:42:33+00:00;48.787482746521306, 2.3976725712418556;Vitry-sur-Seine;94081;
10165;Gare de l'Est - Place du 11 Novembre 1918;OUI;0;33;7;5;2;OUI;OUI;2025-04-17T15:42:00+00:00;48.876327, 2.3585464;Paris;75056;
10105;Mazagran - Bonne Nouvelle;OUI;0;14;11;7;4;OUI;OUI;2025-04-17T15:36:19+00:00;48.870047123655, 2.3511248454452;Paris;75056;
15064;Javel - André Citroën;OUI;0;6;37;34;3;OUI;OUI;2025-04-17T15:42:42+00:00;48.846276485475, 2.2786368057132;Paris;75056;
11021;Charonne - Pierre Bayle;OUI;3;21;1;0;1;OUI;OUI;2025-04-17T15:37:30+00:00;48.858445054262, 2.3903981223891;Paris;75056;
14010;Jean Moulin - Place Victor et Hélène Basch;OUI;0;37;3;1;2;OUI;OUI;2025-04-17T15:40:58+00:00;48.82764910241, 2.3261967301369;Paris;75056;
9114;Faubourg Poissonnière - Dunkerque;OUI;0;27;2;0;2;OUI;OUI;2025-04-17T15:34:31+00:00;48.880883445404436, 2.349934279918671;Paris;75056;
13128;Quai de la Gare - Pont de Bercy;OUI;1;2;28;20;8;OUI;OUI;2025-04-17T15:42:36+00:00;48.83730787972, 2.3740861260598;Paris;75056;
25001;Colmar - Victor Hugo;OUI;0;2;29;24;5;OUI;OUI;2025-04-17T15:42:39+00:00;48.88652251096166, 2.173960916697979;Rueil-Malmaison;92063;
43001;Paris - Laitières;OUI;0;22;0;0;0;NON;NON;2025-04-17T15:39:01+00:00;48.846302741513, 2.4207553267479;Vincennes;94080;
47001;Place de la Gare;OUI;0;22;24;22;2;OUI;OUI;2025-04-17T15:37:46+00:00;48.80253358011283, 2.4275037646293645;Maisons-Alfort;94046;
22303;Lucien Lanternier - Le Luth;OUI;0;4;21;18;3;OUI;OUI;2025-04-17T15:39:19+00:00;48.93159430558871, 2.2889783978462224;Gennevilliers;92036;
13032;Italie - Jardin Joan Miro;OUI;0;21;4;3;1;OUI;OUI;2025-04-17T15:38:56+00:00;48.81990914045756, 2.3592948541045193;Paris;75056;
92001;Mairie de quartier du Plateau - Mont-Valérien;OUI;0;19;1;0;1;OUI;OUI;2025-04-17T14:55:46+00:00;48.8799933, 2.2072437;Nanterre;92050;
43010;La Jarry - Place Diderot;OUI;0;20;2;0;2;OUI;OUI;2025-04-17T15:42:40+00:00;48.849726940367326, 2.452013790607453;Vincennes;94080;
15057;Lucien Bossoutrot - Général Martial Vallin;OUI;0;19;19;17;2;OUI;OUI;2025-04-17T15:41:35+00:00;48.836956046311, 2.2741072252393;Paris;75056;
17107;Berthier - Place Stuart Merril;OUI;0;32;5;5;0;OUI;OUI;2025-04-17T15:41:20+00:00;48.885927922355044, 2.2933450341224675;Paris;75056;
16002;Pergolèse - Malakoff;OUI;0;27;10;4;6;OUI;OUI;2025-04-17T15:36:58+00:00;48.87521088779225, 2.2842781618237495;Paris;75056;
23010;Voltaire - Anatole France;OUI;0;23;4;2;2;OUI;OUI;2025-04-17T15:42:25+00:00;48.891999360256904, 2.284262739121914;Levallois-Perret;92044;
15004;Vaugirard - Pasteur;OUI;0;13;8;1;7;OUI;OUI;2025-04-17T15:41:59+00:00;48.84040868803496, 2.3154367133975033;Paris;75056;
6027;Blaise-Desgoffe - Vaugirard;OUI;0;27;4;3;1;OUI;OUI;2025-04-17T15:41:19+00:00;48.846128877747, 2.3242672160268;Paris;75056;
19128;Quai de l'Oise - Aisne;OUI;0;24;4;2;2;OUI;OUI;2025-04-17T15:41:04+00:00;48.8906231, 2.3833701;Paris;75056;
18007;Goutte d'or - Barbès;OUI;0;15;4;1;3;OUI;OUI;2025-04-17T15:41:49+00:00;48.885124323627, 2.3496962338686;Paris;75056;
15005;Place Jacques et Thérèse Tréfouël;OUI;0;35;6;2;4;OUI;OUI;2025-04-17T15:42:26+00:00;48.842726498317, 2.3125657439232;Paris;75056;
18006;Square Louise Michel;OUI;0;33;2;0;2;OUI;OUI;2025-04-17T15:39:54+00:00;48.884687354509, 2.3441386967897;Paris;75056;
13044;Place Jeanne d'Arc;OUI;0;32;4;0;4;OUI;OUI;2025-04-17T15:39:44+00:00;48.829575, 2.369126;Paris;75056;
21401;Mairie de Clamart;OUI;0;29;1;0;1;OUI;OUI;2025-04-17T15:34:25+00:00;48.800612, 2.262151;Clamart;92023;
22408;Place du 14 Juillet;OUI;0;17;4;3;1;OUI;OUI;2025-04-17T15:40:37+00:00;48.819266959525, 2.3011998832226;Malakoff;92046;
9027;Douai - Pierre Fontaine;OUI;0;23;2;0;2;OUI;OUI;2025-04-17T15:36:50+00:00;48.88229101148092, 2.33324121683836;Paris;75056;
5012;Estrapade - Ulm;OUI;0;16;0;0;0;OUI;OUI;2025-04-17T15:40:04+00:00;48.84512772828, 2.3454568170362;Paris;75056;
17108;Bessières - Porte de Clichy;OUI;0;22;7;5;2;OUI;OUI;2025-04-17T15:39:57+00:00;48.89611762451474, 2.31790903955698;Paris;75056;
33015;Charles Tillon - Cimetière Communal;OUI;0;15;15;12;3;OUI;OUI;2025-04-17T15:40:40+00:00;48.91844023641836, 2.3935630917549138;Aubervilliers;93001;
17204;Paul Bodin - Clichy;NON;0;33;0;0;0;NON;NON;2024-10-08T08:49:38+00:00;48.892594758409, 2.3171403311203;Paris;75056;
7017;La Motte-Picquet - La Tour Maubourg;OUI;0;31;9;8;1;OUI;OUI;2025-04-17T15:40:26+00:00;48.856926701847, 2.3096215831203;Paris;75056;
4020;Place Edmond Michelet;OUI;0;8;15;10;5;OUI;OUI;2025-04-17T15:41:07+00:00;48.860134890542, 2.3500636965036;Paris;75056;
15311;Quai du Président Roosevelt - Pont Aval;OUI;0;3;26;25;1;OUI;OUI;2025-04-17T15:42:45+00:00;48.8343883676388, 2.2656820714473724;Paris;75056;
15022;Emile Zola - Fondary;OUI;0;13;27;23;4;OUI;OUI;2025-04-17T15:42:24+00:00;48.847051143113745, 2.2953405976295476;Paris;75056;
44016;Balzac - Olympes de Gouges;OUI;0;26;1;0;1;OUI;OUI;2025-04-17T15:39:28+00:00;48.77850332486751, 2.4006786569952965;Vitry-sur-Seine;94081;
23004;Paul Vaillant-Couturier - Victor Hugo;OUI;0;23;13;12;1;OUI;OUI;2025-04-17T15:42:04+00:00;48.89819702263572, 2.293848017974069;Levallois-Perret;92044;
44005;Place Saint-Just;OUI;0;13;7;0;7;OUI;OUI;2025-04-17T15:39:19+00:00;48.790379518724265, 2.3895226791501045;Vitry-sur-Seine;94081;
8037;Monceau - Malesherbes;OUI;0;35;3;1;2;OUI;OUI;2025-04-17T15:41:58+00:00;48.8795079, 2.3145456;Paris;75056;
15011;Cambronne - Villa Croix Nivert;OUI;0;42;18;17;1;OUI;OUI;2025-04-17T15:42:33+00:00;48.845847561366, 2.3017574474216;Paris;75056;
11017;Charonne - Bureau;OUI;2;41;5;1;4;OUI;OUI;2025-04-17T15:40:15+00:00;48.854176, 2.396093;Paris;75056;
51002;Placette Grégoire Collas;OUI;0;17;7;6;1;OUI;OUI;2025-04-17T15:40:27+00:00;48.94342014002797, 2.2487476095557213;Argenteuil;95018;
21306;Place Lafayette;OUI;0;9;50;40;10;OUI;OUI;2025-04-17T15:42:30+00:00;48.829654975522, 2.2638675570488;Issy-les-Moulineaux;92040;
6012;Saint-Germain - Ciseaux;OUI;0;4;14;9;5;OUI;OUI;2025-04-17T15:42:06+00:00;48.853305277595, 2.3344654618827;Paris;75056;
1021;Halles - Bourdonnais;OUI;0;3;13;0;13;OUI;OUI;2025-04-17T15:41:37+00:00;48.860448992575, 2.3460162431002;Paris;75056;
13009;Auguste Blanqui - Corvisart;OUI;0;21;5;4;1;OUI;OUI;2025-04-17T15:40:07+00:00;48.8300989, 2.3502726;Paris;75056;
35006;Delizy - Louis Nadot;OUI;0;17;4;2;2;OUI;OUI;2025-04-17T15:41:01+00:00;48.896212845581346, 2.4094578623771667;Pantin;93055;
9024;Taitbout - La Fayette;OUI;0;21;31;21;10;OUI;OUI;2025-04-17T15:42:41+00:00;48.8733298892, 2.3352625966072;Paris;75056;
41205;Maréchal Joffre - Verdun;OUI;0;19;1;0;1;OUI;OUI;2025-04-17T15:42:26+00:00;48.85385, 2.470307;Fontenay-sous-Bois;94033;
21319;Esplanade du Foncet - Camille Desmoulins;OUI;0;0;28;27;1;OUI;OUI;2025-04-17T15:42:11+00:00;48.827090233494964, 2.2606857866048813;Issy-les-Moulineaux;92040;
22015;Île de la Jatte;OUI;0;12;10;8;2;OUI;OUI;2025-04-17T15:42:41+00:00;48.894036161302104, 2.2666339203715324;Neuilly-sur-Seine;92051;
9102;Londres - Place d'Estienne d'Orves;OUI;0;14;9;9;0;OUI;OUI;2025-04-17T15:42:43+00:00;48.876693805756986, 2.3305362090468407;Paris;75056;
12018;Saint-Mandé - Fabre d'Eglantine;OUI;0;29;3;1;2;OUI;OUI;2025-04-17T15:42:34+00:00;48.8453579, 2.3965022;Paris;75056;
9006;Dunkerque - Trudaine;OUI;0;8;7;2;5;OUI;OUI;2025-04-17T15:42:46+00:00;48.88215166773376, 2.3463253676891327;Paris;75056;
17119;Toqueville - Cardinet;OUI;4;32;0;0;0;OUI;OUI;2025-04-17T15:42:14+00:00;48.88490187110713, 2.3109393194317818;Paris;75056;
18030;Joseph Dijon - Ornano;OUI;0;28;8;1;7;OUI;OUI;2025-04-17T15:40:25+00:00;48.89374453351521, 2.3476678133010864;Paris;75056;
9004;Gérando - Rochechouart;OUI;0;19;2;0;2;OUI;OUI;2025-04-17T15:41:13+00:00;48.88294340845, 2.3464846238494;Paris;75056;
92006;Place Nelson Mandela;OUI;0;25;5;1;4;OUI;OUI;2025-04-17T15:41:07+00:00;48.897874318180556, 2.2182820737361912;Nanterre;92050;
32601;Porte des Lilas - Faidherbe;OUI;1;37;1;0;1;OUI;OUI;2025-04-17T15:34:45+00:00;48.87861855668978, 2.4120327830314636;Les Lilas;93045;
31005;Square Denise Buisson;OUI;0;43;0;0;0;OUI;OUI;2025-04-17T15:42:16+00:00;48.8562322730982, 2.426436245441437;Montreuil;93048;
33016;Fort d'Aubervilliers;OUI;0;12;10;7;3;OUI;OUI;2025-04-17T15:41:45+00:00;48.91502382370325, 2.4035281687974925;Aubervilliers;93001;
21314;Chemin de Bretagne;OUI;0;11;16;16;0;OUI;OUI;2025-04-17T15:42:42+00:00;48.824753068884, 2.2588385956052;Issy-les-Moulineaux;92040;
12026;Place Ginette Hamelin;OUI;0;5;46;34;12;OUI;OUI;2025-04-17T15:42:25+00:00;48.837853, 2.382064;Paris;75056;
12005;Crozatier - Faubourg Saint-Antoine;OUI;0;2;35;28;7;OUI;OUI;2025-04-17T15:42:20+00:00;48.850440013405, 2.378901366211;Paris;75056;
10162;Alexandre Parodi - Quai de Valmy;OUI;0;23;1;0;1;OUI;OUI;2025-04-17T15:41:09+00:00;48.879359419425, 2.3665961623192;Paris;75056;
13516;Glacière - Soeur Catherine Marie;OUI;0;37;2;2;0;OUI;OUI;2025-04-17T15:38:48+00:00;48.829522989420596, 2.343570403754711;Paris;75056;
27005;Gare du Stade;OUI;0;6;14;14;0;OUI;OUI;2025-04-17T15:41:28+00:00;48.9312676, 2.2603778;Colombes;92025;
12155;Rottembourg - Général Michel Bizot;OUI;0;26;17;15;2;OUI;OUI;2025-04-17T15:41:00+00:00;48.83787825992554, 2.4044052511453633;Paris;75056;
15071;Suffren - Champ de Mars;OUI;0;5;18;17;1;OUI;OUI;2025-04-17T15:42:40+00:00;48.8547194, 2.2952168;Paris;75056;
9011;Geoffroy - Marie;OUI;0;2;16;9;7;OUI;OUI;2025-04-17T15:41:09+00:00;48.873781940593325, 2.344513876337893;Paris;75056;
8201;Arsène Houssaye - Friedland;OUI;0;23;6;4;2;OUI;OUI;2025-04-17T15:41:39+00:00;48.874510616163, 2.2994716674148;Paris;75056;
12028;Vivaldi - Antoine-Julien Hénard;OUI;0;23;4;3;1;OUI;OUI;2025-04-17T15:42:11+00:00;48.841923663276546, 2.389728979467376;Paris;75056;
17111;Lemercier - Cardinet;OUI;0;14;8;5;3;OUI;OUI;2025-04-17T15:40:40+00:00;48.890097168851746, 2.317377626895905;Paris;75056;
9034;Godot de Mauroy - Madeleine;OUI;0;9;13;6;7;OUI;OUI;2025-04-17T15:42:19+00:00;48.869789, 2.326347;Paris;75056;
8116;Champs-Elysees - Bassano;OUI;0;25;0;0;0;NON;NON;2021-02-21T19:09:18+00:00;48.871811807816, 2.300238981843;Paris;75056;
10021;Marché Saint-Quentin;OUI;0;7;7;2;5;OUI;OUI;2025-04-17T15:40:37+00:00;48.877356057652, 2.3545114456374;Paris;75056;
5024;Place Monge;OUI;0;9;11;8;3;OUI;OUI;2025-04-17T15:39:53+00:00;48.842761803051, 2.3524079471827;Paris;75056;
5115;Buffon - Jardin des Plantes;OUI;0;3;27;24;3;OUI;OUI;2025-04-17T15:42:37+00:00;48.842668466104875, 2.3618587106466293;Paris;75056;
12038;Picpus - Louis Braille;OUI;0;42;1;0;1;OUI;OUI;2025-04-17T15:42:33+00:00;48.839988788912, 2.4005256685521;Paris;75056;
41211;Louis Xavier de Ricard - Ancienne Mairie;OUI;0;31;2;0;2;OUI;OUI;2025-04-17T15:36:32+00:00;48.84629899065091, 2.472420372068882;Fontenay-sous-Bois;94033;
12035;Madagascar - Meuniers;OUI;0;22;10;2;8;OUI;OUI;2025-04-17T15:39:48+00:00;48.83460464474706, 2.3970650508999825;Paris;75056;
21707;Square Etienne Jarousse;OUI;0;21;2;0;2;OUI;OUI;2025-04-17T15:41:18+00:00;48.82485182597129, 2.2925933450460434;Vanves;92075;
44011;Lebrun - Colonel Fabien;OUI;0;24;2;0;2;OUI;OUI;2025-04-17T15:42:48+00:00;48.78266870733145, 2.381317801773548;Vitry-sur-Seine;94081;
15129;Hôpital Necker;OUI;0;25;12;10;2;OUI;OUI;2025-04-17T15:40:16+00:00;48.846043490118454, 2.313245013356209;Paris;75056;
2108;Vivienne - Montmartre;OUI;0;14;23;19;4;OUI;OUI;2025-04-17T15:40:16+00:00;48.871347597383, 2.3414588347077;Paris;75056;
8027;Mairie du 8ème;OUI;0;11;3;1;2;OUI;OUI;2025-04-17T15:42:34+00:00;48.877932, 2.318264;Paris;75056;
12101;Charenton - Prague;OUI;0;2;24;17;7;OUI;OUI;2025-04-17T15:42:46+00:00;48.848175129981, 2.3763584494312;Paris;75056;
15039;Abbé Groult - Convention;OUI;0;10;2;0;2;OUI;OUI;2025-04-17T15:41:55+00:00;48.83596927866069, 2.302064039509349;Paris;75056;
4019;Cloître Saint-Merri - Renard;OUI;0;4;28;24;4;OUI;OUI;2025-04-17T15:42:44+00:00;48.858835448898, 2.3518279194832;Paris;75056;
21402;Place Aimé Césaire;OUI;0;19;5;1;4;OUI;OUI;2025-04-17T15:36:16+00:00;48.783194713067815, 2.2429127991199493;Clamart;92023;
5001;Harpe - Saint-Germain;OUI;0;34;9;7;2;OUI;OUI;2025-04-17T15:39:05+00:00;48.851518815017, 2.3436703160405;Paris;75056;
15036;Croix Nivert - Square Saint-Lambert;OUI;0;47;0;0;0;NON;NON;2025-03-03T09:03:43+00:00;48.843051521591, 2.2952004522085;Paris;75056;
51001;Gare d'Argenteuil;OUI;0;22;17;10;7;OUI;OUI;2025-04-17T15:42:24+00:00;48.947022436806705, 2.256898172199726;Argenteuil;95018;
33014;Parc Eli Lotar;OUI;0;10;9;4;5;OUI;OUI;2025-04-17T15:42:45+00:00;48.91844993053703, 2.3727085813879967;Aubervilliers;93001;
21315;Jules Guesdes - Général de Gaulle;OUI;0;21;2;1;1;OUI;OUI;2025-04-17T15:36:38+00:00;48.81930581291959, 2.278934195637703;Issy-les-Moulineaux;92040;
9007;Condorcet - Turgot;OUI;2;15;4;0;4;OUI;OUI;2025-04-17T15:39:25+00:00;48.87985155789093, 2.345232367515564;Paris;75056;
23102;Hôtel de Ville de Sèvres;OUI;0;13;16;12;4;OUI;OUI;2025-04-17T15:42:20+00:00;48.824363561289, 2.2131047397852;Sèvres;92072;
14032;Mairie du 14ème;OUI;5;25;7;0;7;OUI;OUI;2025-04-17T15:40:40+00:00;48.83254578123, 2.3254923149943;Paris;75056;
6022;Marché Saint-Germain;OUI;0;5;15;13;2;OUI;OUI;2025-04-17T15:42:31+00:00;48.85165625855281, 2.335500307381153;Paris;75056;
14011;Place des Droits de l'Enfant;OUI;0;33;6;1;5;OUI;OUI;2025-04-17T15:37:01+00:00;48.8274804, 2.3319217;Paris;75056;
15006;Cherche-Midi - Hôpital Necker;OUI;0;31;7;4;3;OUI;OUI;2025-04-17T15:42:28+00:00;48.84461063309956, 2.317914068698883;Paris;75056;
41401;Marne - Charles de Gaulle;OUI;0;16;10;5;5;OUI;OUI;2025-04-17T15:38:00+00:00;48.815071719544434, 2.4121668934822087;Alfortville;94002;
41403;Gare RER - Malleret-Joinville;OUI;0;10;10;7;3;OUI;OUI;2025-04-17T15:38:02+00:00;48.802936, 2.42531;Alfortville;94002;
6002;Saint-Benoît - Jacob;OUI;0;11;12;10;2;OUI;OUI;2025-04-17T15:42:00+00:00;48.85545136013941, 2.3334722220897675;Paris;75056;
13018;Bruant - Vincent Auriol;OUI;0;20;5;1;4;OUI;OUI;2025-04-17T15:40:59+00:00;48.834848452929, 2.3668264996271;Paris;75056;
14031;Didot - Place de Moro-Giafferi;OUI;0;20;1;1;0;OUI;OUI;2025-04-17T15:42:27+00:00;48.8337, 2.3215;Paris;75056;
21303;Jean Monnet - Iles;OUI;0;1;31;22;9;OUI;OUI;2025-04-17T15:42:42+00:00;48.823393984057304, 2.2497073194874866;Issy-les-Moulineaux;92040;
20044;Davout - Volga;OUI;0;21;7;1;6;OUI;OUI;2025-04-17T15:42:14+00:00;48.852919679957296, 2.410522909779111;Paris;75056;
13052;Leredde - Tolbiac;OUI;0;23;20;16;4;OUI;OUI;2025-04-17T15:41:29+00:00;48.82887629664, 2.3744382709265;Paris;75056;
33012;Landy - Heurtault;OUI;0;23;6;2;4;OUI;OUI;2025-04-17T15:40:25+00:00;48.915096534520316, 2.375951372087002;Aubervilliers;93001;
17024;Villiers - Batignolles;OUI;0;16;6;1;5;OUI;OUI;2025-04-17T15:41:18+00:00;48.88125253846116, 2.31653843075037;Paris;75056;
2013;Favart - Italiens;OUI;2;8;8;7;1;OUI;OUI;2025-04-17T15:40:35+00:00;48.871446353921, 2.3382901058508;Paris;75056;
15127;Place Charles Michels;OUI;0;2;32;30;2;OUI;OUI;2025-04-17T15:41:33+00:00;48.846401, 2.28502;Paris;75056;
3102;Bourg l'Abbé - Saint-Martin;OUI;0;24;14;9;5;OUI;OUI;2025-04-17T15:39:10+00:00;48.86393331949257, 2.352406270802021;Paris;75056;
20105;Benoît Frachon - République;OUI;0;29;1;0;1;OUI;OUI;2025-04-17T15:41:24+00:00;48.85230729014318, 2.415605485439301;Paris;75056;
10019;Paradis - Hauteville;OUI;0;14;15;12;3;OUI;OUI;2025-04-17T15:42:43+00:00;48.874999954666755, 2.3522757401923404;Paris;75056;
33103;Jean Jaurès - Jules Jacquemin;OUI;0;19;5;2;3;OUI;OUI;2025-04-17T15:42:42+00:00;48.88433053604843, 2.4082902455152104;Le Pré-Saint-Gervais;93061;
11033;Bréguet - Sabin;OUI;0;16;14;13;1;OUI;OUI;2025-04-17T15:42:48+00:00;48.856931678257, 2.3706749462105;Paris;75056;
16019;Porte de la Muette;OUI;0;27;9;0;9;OUI;OUI;2025-04-17T15:42:18+00:00;48.86302317841182, 2.2687188170157406;Paris;75056;
18039;Jardins d'Eole;OUI;1;18;2;0;2;OUI;OUI;2025-04-17T15:42:35+00:00;48.8869703, 2.3668488;Paris;75056;
41203;Stalingrad - Rigollots;OUI;3;39;9;1;8;OUI;OUI;2025-04-17T15:40:47+00:00;48.84997403844251, 2.45557576417923;Fontenay-sous-Bois;94033;
10024;Buisson Saint-Louis - Saint-Maur;OUI;0;18;0;0;0;NON;NON;2024-12-03T04:34:28+00:00;48.871746849303, 2.372252832879;Paris;75056;
10033;Gare du Nord - Saint-Vincent de Paul;OUI;0;19;3;1;2;OUI;OUI;2025-04-17T15:39:25+00:00;48.880955741648, 2.3524305148385;Paris;75056;
40006;Université Paris Est Créteil;NON;0;43;0;0;0;NON;NON;2025-03-31T04:55:17+00:00;48.787714467944, 2.4461909509055;Créteil;94028;
20022;Porte de Bagnolet;OUI;0;31;2;0;2;OUI;OUI;2025-04-17T15:42:30+00:00;48.864707139122984, 2.408344637349607;Paris;75056;
12036;Reuilly - Place Felix Eboue;OUI;0;39;3;1;2;OUI;OUI;2025-04-17T15:42:26+00:00;48.84030274499962, 2.394630398715453;Paris;75056;
10008;Cité Riverin - Château d'Eau;OUI;0;6;10;7;3;OUI;OUI;2025-04-17T15:40:27+00:00;48.870702423554306, 2.358739863900845;Paris;75056;
14026;Plantes - Moulin Vert;OUI;0;42;3;0;3;OUI;OUI;2025-04-17T15:40:46+00:00;48.83005755305626, 2.3232302069664006;Paris;75056;
16012;Flandrin - Longchamp;OUI;0;38;3;0;3;OUI;OUI;2025-04-17T15:38:20+00:00;48.86877849178477, 2.274354539176829;Paris;75056;
8117;Place de la Madeleine - Royale;OUI;0;6;35;31;4;OUI;OUI;2025-04-17T15:42:36+00:00;48.869228052648, 2.324421107769;Paris;75056;
16036;Porte Molitor;OUI;0;15;45;43;2;OUI;OUI;2025-04-17T15:41:31+00:00;48.84524763511433, 2.2569015249609947;Paris;75056;
12015;Place de la Nation - Picpus;OUI;0;33;2;0;2;OUI;OUI;2025-04-17T15:40:57+00:00;48.846821681548, 2.4001130461693;Paris;75056;
42505;Charles Frérot - Albert Guilpin;OUI;0;18;12;10;2;OUI;OUI;2025-04-17T15:41:45+00:00;48.8155839183714, 2.3505029082298283;Gentilly;94037;
14001;Edgar Quinet - Gaité;OUI;0;21;5;0;5;OUI;OUI;2025-04-17T15:40:19+00:00;48.841160928966, 2.324595451355;Paris;75056;
10032;Claude Vellefaux - Hôpital Saint-Louis;OUI;0;27;4;3;1;OUI;OUI;2025-04-17T15:42:34+00:00;48.872859139003, 2.3700717069851;Paris;75056;
26004;Gare RER les Grésillons;OUI;0;18;3;2;1;OUI;OUI;2025-04-17T15:41:00+00:00;48.919898633572764, 2.31458459136273;Asnières-sur-Seine;92004;
48004;Maxime Gorki - Louis Aragon;OUI;0;17;2;0;2;OUI;OUI;2025-04-17T15:37:59+00:00;48.78909814728443, 2.368387877941132;Villejuif;94076;
16042;Murat - Porte de Saint-Cloud;OUI;0;28;9;8;1;OUI;OUI;2025-04-17T15:42:29+00:00;48.83750862621299, 2.2577651962637906;Paris;75056;
18139;Poissonniers - Championnet;OUI;28;24;3;1;2;OUI;OUI;2025-04-17T15:42:04+00:00;48.89543299733937, 2.3530178144574165;Paris;75056;
15008;Sèvres - Lecourbe;OUI;0;38;22;21;1;OUI;OUI;2025-04-17T15:40:36+00:00;48.8447677, 2.3110086;Paris;75056;
1006;Grande Truanderie - Saint-Denis;OUI;0;7;24;16;8;OUI;OUI;2025-04-17T15:38:09+00:00;48.8626302, 2.3498075;Paris;75056;
22201;Henri Ravera - Gabriel Péri;OUI;0;23;5;2;3;OUI;OUI;2025-04-17T15:38:13+00:00;48.79722273833844, 2.302115857601166;Bagneux;92007;
15001;Gare Montparnasse - Arrivée;OUI;0;7;34;13;21;OUI;OUI;2025-04-17T15:42:19+00:00;48.843827994315, 2.3225811123848;Paris;75056;
18202;Diane Arbus;OUI;0;32;6;1;5;OUI;OUI;2025-04-17T15:36:17+00:00;48.898800717199, 2.3524022474885;Paris;75056;
