Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
16107;Benjamin Godard - Victor Hugo;OUI;0;27;8;0;8;OUI;OUI;2025-04-17T15:39:50+00:00;48.865983, 2.275725;Paris;75056;
44015;Rouget de L'isle - Watteau;OUI;0;12;8;4;4;OUI;OUI;2025-04-17T15:37:57+00:00;48.778192750803, 2.3963020229163;Vitry-sur-Seine;94081;
40001;Hôpital Mondor;OUI;0;23;6;2;4;OUI;OUI;2025-04-17T15:37:02+00:00;48.798922410229, 2.4537451531298;Créteil;94028;
9020;Toudouze - Clauzel;OUI;0;18;2;0;2;OUI;OUI;2025-04-17T15:41:24+00:00;48.87929591733507, 2.3373600840568547;Paris;75056;
13007;Le Brun - Gobelins;OUI;0;37;10;6;4;OUI;OUI;2025-04-17T15:38:07+00:00;48.835092787824, 2.3534681351338;Paris;75056;
14111;Cassini - Denfert-Rochereau;OUI;0;20;4;0;4;OUI;OUI;2025-04-17T15:35:50+00:00;48.837525839067, 2.3360354080796;Paris;75056;
6108;Saint-Romain - Cherche-Midi;OUI;0;14;1;0;1;OUI;OUI;2025-04-17T15:42:23+00:00;48.84708159081946, 2.321374788880348;Paris;75056;
14014;Jourdan - Stade Charléty;OUI;0;54;6;3;3;OUI;OUI;2025-04-17T15:41:09+00:00;48.819428333369, 2.3433353751898;Paris;75056;
42016;Pierre et Marie Curie - Maurice Thorez;OUI;0;23;4;1;3;OUI;OUI;2025-04-17T15:35:20+00:00;48.81580226360801, 2.376804985105991;Ivry-sur-Seine;94041;
32017;Basilique;OUI;22;13;9;7;2;OUI;OUI;2025-04-17T15:38:09+00:00;48.93626891059109, 2.3588666820200914;Saint-Denis;93066;
32304;Charcot - Benfleet;OUI;0;24;3;0;3;NON;NON;2025-04-17T15:39:07+00:00;48.878370277021, 2.440523876268;Romainville;93063;
11104;Charonne - Robert et Sonia Delaunay;OUI;0;17;3;0;3;OUI;OUI;2025-04-17T15:42:37+00:00;48.855907555969, 2.3925706744194;Paris;75056;
7003;Square Boucicaut;OUI;0;10;49;44;5;OUI;OUI;2025-04-17T15:41:19+00:00;48.851296433665276, 2.325061820447445;Paris;75056;
8026;Messine - Place Du Pérou;OUI;0;5;7;6;1;OUI;OUI;2025-04-17T15:41:39+00:00;48.875448033960744, 2.315508019010038;Paris;75056;
17041;Guersant - Gouvion-Saint-Cyr;OUI;0;23;8;7;1;OUI;OUI;2025-04-17T15:40:30+00:00;48.88287775178599, 2.287667370814871;Paris;75056;
6003;Saint-Sulpice;OUI;0;3;16;14;2;OUI;OUI;2025-04-17T15:38:34+00:00;48.85165383178419, 2.3308077827095985;Paris;75056;
5016;Thouin - Cardinal Lemoine;OUI;0;7;7;0;7;OUI;OUI;2025-04-17T15:40:53+00:00;48.84504716661511, 2.3494647851273465;Paris;75056;
7002;Vaneau - Sèvres;OUI;0;27;7;5;2;OUI;OUI;2025-04-17T15:42:01+00:00;48.848563233059, 2.3204218259346;Paris;75056;
11025;Froment - Bréguet;OUI;0;31;10;5;5;OUI;OUI;2025-04-17T15:40:25+00:00;48.8570414504784, 2.37289470306807;Paris;75056;
5110;Lacépède - Monge;OUI;0;7;14;6;8;OUI;OUI;2025-04-17T15:40:57+00:00;48.84389286531899, 2.3519663885235786;Paris;75056;
15202;Bracion - Périphérique;OUI;0;29;1;0;1;OUI;OUI;2025-04-17T15:37:32+00:00;48.826103771275, 2.3004549373748;Paris;75056;
33006;André Karman - République;OUI;0;26;4;3;1;OUI;OUI;2025-04-17T15:38:57+00:00;48.91039875761846, 2.3851355910301213;Aubervilliers;93001;
14108;Le Brix et Mesmin - Jourdan;OUI;0;20;0;0;0;OUI;OUI;2025-04-17T15:37:26+00:00;48.82234096593411, 2.327861653302471;Paris;75056;
40011;Bas du Mont-Mesly;OUI;0;22;5;2;3;OUI;OUI;2025-04-17T15:40:37+00:00;48.779035118572, 2.4609763908985;Créteil;94028;
31024;Romainville - Vaillant-Couturier;OUI;0;37;1;0;1;OUI;OUI;2025-04-17T15:34:58+00:00;48.86785, 2.446748;Montreuil;93048;
21010;Silly - Galliéni;OUI;0;13;12;12;0;OUI;OUI;2025-04-17T15:40:39+00:00;48.835583838706, 2.2325500845909;Boulogne-Billancourt;92012;
17044;Porte de Saint-Ouen - Bessières;OUI;0;37;5;4;1;OUI;OUI;2025-04-17T15:39:48+00:00;48.89792240854517, 2.32851451022192;Paris;75056;
25006;Place Nelson Mandela;OUI;0;16;5;5;0;OUI;OUI;2025-04-17T15:41:29+00:00;48.862453313908, 2.1961666225454;Rueil-Malmaison;92063;
19033;Cambrai - Benjamin Constant;OUI;1;38;3;0;3;OUI;OUI;2025-04-17T15:37:56+00:00;48.89594736851349, 2.381133802246315;Paris;75056;
30002;Jean Rostand - Paul Vaillant Couturier;OUI;0;33;7;6;1;OUI;OUI;2025-04-17T15:42:28+00:00;48.908168131015, 2.4530601033354;Bobigny;93008;
17025;Chazelles - Courcelles;OUI;0;31;2;0;2;OUI;OUI;2025-04-17T15:40:36+00:00;48.879406604954, 2.3034455627202988;Paris;75056;
15047;Morillons - Dantzig;OUI;0;48;2;0;2;OUI;OUI;2025-04-17T15:41:14+00:00;48.83310149953933, 2.299380004405976;Paris;75056;
21326;Moulin de Pierre - Abbé Grégoire;OUI;0;17;3;0;3;OUI;OUI;2025-04-17T15:42:16+00:00;48.822036188382, 2.2754641655975;Issy-les-Moulineaux;92040;
17026;Jouffroy d'Abbans - Wagram;OUI;0;35;2;0;2;OUI;OUI;2025-04-17T15:41:43+00:00;48.881973298352, 2.301132157445;Paris;75056;
20143;Ramponeau - Belleville;OUI;0;40;2;0;2;OUI;OUI;2025-04-17T15:37:01+00:00;48.871031137596, 2.379056852114;Paris;75056;
6021;Beaux-Arts - Bonaparte;OUI;0;7;11;9;2;OUI;OUI;2025-04-17T15:41:11+00:00;48.856451985396, 2.3348518833518;Paris;75056;
43002;Lagny - Victor Basch;OUI;0;22;2;0;2;OUI;OUI;2025-04-17T15:38:29+00:00;48.84884147189881, 2.426325418925233;Vincennes;94080;
12109;Mairie du 12ème;OUI;0;28;0;0;0;OUI;OUI;2025-04-17T15:42:45+00:00;48.840855311763, 2.3875549435616;Paris;75056;
16138;Saint-Cloud - Hippodrome;OUI;0;27;2;2;0;OUI;OUI;2025-04-17T15:40:41+00:00;48.85772148887421, 2.2549109905958176;Paris;75056;
8050;Boétie - Ponthieu;OUI;1;12;32;15;17;OUI;OUI;2025-04-17T15:42:43+00:00;48.871417284355, 2.3076787590981;Paris;75056;
21216;Louis Lejeune - Barbès;OUI;0;23;2;0;2;OUI;OUI;2025-04-17T15:40:10+00:00;48.81807418981508, 2.3267009854316716;Montrouge;92049;
13101;Croulebarde - Corvisart;OUI;2;19;14;11;3;OUI;OUI;2025-04-17T15:42:18+00:00;48.830981659316855, 2.3481646925210953;Paris;75056;
15068;Général Martial Valin - Pont du Garigliano;OUI;0;12;4;3;1;OUI;OUI;2025-04-17T15:38:28+00:00;48.83823094269141, 2.270506024360657;Paris;75056;
2022;Saint-Fiacre - Poissonière;OUI;5;30;5;4;1;OUI;OUI;2025-04-17T15:40:28+00:00;48.870828911558, 2.3459213599563;Paris;75056;
22207;Rond-point du Dr Albert Schweitzer;OUI;0;16;6;3;3;OUI;OUI;2025-04-17T15:40:57+00:00;48.78980918988166, 2.3143940046429634;Bagneux;92007;
44017;Jules Guesde - Pont du Port à l'Anglais;OUI;0;6;22;18;4;OUI;OUI;2025-04-17T15:42:19+00:00;48.79628807093802, 2.417212128639221;Vitry-sur-Seine;94081;
92002;Théâtre des Amandiers - Palais des sports;OUI;0;14;9;5;4;OUI;OUI;2025-04-17T15:41:14+00:00;48.892648526839, 2.2136941552162;Nanterre;92050;
16118;Michel-Ange - Parent de Rosan;OUI;0;8;18;13;5;OUI;OUI;2025-04-17T15:42:28+00:00;48.840579923690115, 2.2584119439125065;Paris;75056;
19027;Serrurier;OUI;0;15;2;0;2;OUI;OUI;2025-04-17T15:36:15+00:00;48.880493403246, 2.398064173758;Paris;75056;
2017;Caire - Dussoubs;OUI;0;15;23;16;7;OUI;OUI;2025-04-17T15:39:54+00:00;48.86785342111862, 2.349364310503006;Paris;75056;
31028;Raspail Barbès;OUI;0;28;0;0;0;OUI;OUI;2025-04-17T15:41:40+00:00;48.8529945, 2.4247387;Montreuil;93048;
9008;Tour d'Auvergne - Rodier;OUI;0;16;1;0;1;OUI;OUI;2025-04-17T15:41:25+00:00;48.879161, 2.343698;Paris;75056;
17048;De Toqueville - Terrasse;OUI;0;26;2;1;1;OUI;OUI;2025-04-17T15:41:19+00:00;48.882428, 2.314002;Paris;75056;
8048;Marceau - Chaillot;OUI;0;9;12;5;7;OUI;OUI;2025-04-17T15:41:52+00:00;48.868834023334, 2.2986030816809;Paris;75056;
44010;8 Mai 1945 - 10 Juillet 1940;OUI;0;8;22;14;8;OUI;OUI;2025-04-17T15:42:00+00:00;48.784567029674, 2.3979035764933;Vitry-sur-Seine;94081;
14013;Liard - Amiral Mouchez;OUI;0;24;3;0;3;OUI;OUI;2025-04-17T15:42:44+00:00;48.8214169, 2.342167;Paris;75056;
8103;Artois - Berri;OUI;0;14;8;1;7;OUI;OUI;2025-04-17T15:42:44+00:00;48.87393521240818, 2.3064258322119713;Paris;75056;
13118;Regnault - Patay;OUI;8;12;49;44;5;OUI;OUI;2025-04-17T08:19:13+00:00;48.82435782216384, 2.377065159380436;Paris;75056;
40016;Sarrazins - Saussure;NON;0;22;0;0;0;NON;NON;2025-02-05T10:35:03+00:00;48.769626617432, 2.4717841148376;Créteil;94028;
15112;Vigée-Lebrun - Anselme Payen;OUI;0;21;3;1;2;OUI;OUI;2025-04-17T15:37:59+00:00;48.838683941628375, 2.3110422492027287;Paris;75056;
16110;Octave Feuillet - Albéric Magnard;OUI;0;15;6;1;5;OUI;OUI;2025-04-17T15:41:01+00:00;48.86106902949534, 2.2730283066630363;Paris;75056;
13030;Italie - Tolbiac;OUI;0;14;6;2;4;OUI;OUI;2025-04-17T15:37:11+00:00;48.82557229464416, 2.3576171323657036;Paris;75056;
8016;Square Louis XVI;OUI;0;9;20;18;2;OUI;OUI;2025-04-17T15:42:46+00:00;48.87320440102894, 2.323658830743138;Paris;75056;
18111;Félix Ziem - Armand Gauthier;OUI;0;18;7;0;7;OUI;OUI;2025-04-17T15:40:17+00:00;48.88949630486821, 2.333393658804396;Paris;75056;
10161;Gare de l'Est - Faubourg-Saint-Martin;OUI;0;24;8;2;6;OUI;OUI;2025-04-17T15:37:00+00:00;48.875642647477, 2.3594588041306;Paris;75056;
9002;Abbeville - Faubourg Poissonnière;OUI;0;8;4;4;0;OUI;OUI;2025-04-17T15:39:42+00:00;48.879223, 2.349147;Paris;75056;
41303;Gare de Nogent-le-Perreux;OUI;0;19;12;10;2;OUI;OUI;2025-04-17T15:42:39+00:00;48.83842553348809, 2.493693307042122;Nogent-sur-Marne;94052;
48003;Youri Gagarine - Karl Marx;OUI;0;14;8;3;5;OUI;OUI;2025-04-17T15:40:56+00:00;48.78448485079149, 2.35908430069685;Villejuif;94076;
1001;Quai de l'Horloge - Pont Neuf;OUI;0;1;14;11;3;OUI;OUI;2025-04-17T15:41:32+00:00;48.857058739111, 2.3417982839439;Paris;75056;
43009;Place Jean-Spire-Lemaître;OUI;0;43;7;5;2;OUI;OUI;2025-04-17T15:41:22+00:00;48.8468428626593, 2.452062070369721;Vincennes;94080;
5022;Boulangers - Cardinal Lemoine;OUI;0;4;14;10;4;OUI;OUI;2025-04-17T15:42:13+00:00;48.8462904, 2.3521495;Paris;75056;
9001;Bellefond - Poissonnière;OUI;0;16;1;0;1;OUI;OUI;2025-04-17T15:42:37+00:00;48.87759897050706, 2.348463758826256;Paris;75056;
21328;Verger - Colonel Guichard;OUI;0;26;2;0;2;OUI;OUI;2025-04-17T15:40:25+00:00;48.816376985087, 2.2670380088932;Issy-les-Moulineaux;92040;
17032;Jean Oestreicher - Porte de Champerret;OUI;0;11;10;7;3;OUI;OUI;2025-04-17T15:42:20+00:00;48.88655580065981, 2.288640439510346;Paris;75056;
13104;Gare d'Austerlitz - Quai Saint-Bernard;OUI;0;3;24;21;3;OUI;OUI;2025-04-17T15:38:21+00:00;48.84369030864, 2.3657163977623;Paris;75056;
10115;Granges aux Belles;OUI;5;24;3;2;1;OUI;OUI;2025-04-17T15:41:47+00:00;48.8761373390584, 2.3680844979417;Paris;75056;
17040;Pereire - Ternes;OUI;0;28;18;15;3;OUI;OUI;2025-04-17T15:40:05+00:00;48.87973954830735, 2.288012132048607;Paris;75056;
10029;Dunkerque - Rocroy;OUI;0;20;2;1;1;OUI;OUI;2025-04-17T15:42:46+00:00;48.880726, 2.351464;Paris;75056;
9038;Douai - Bruxelles;OUI;0;22;4;1;3;OUI;OUI;2025-04-17T15:42:35+00:00;48.88320784122797, 2.3308449949028507;Paris;75056;
12031;Gabriel Lamé;OUI;0;0;35;29;6;OUI;OUI;2025-04-17T15:42:16+00:00;48.8351212784276, 2.385534569621086;Paris;75056;
8009;Gare Saint-Lazare - Isly;OUI;0;18;9;9;0;OUI;OUI;2025-04-17T15:37:34+00:00;48.874777677621296, 2.326515804784655;Paris;75056;
17008;Porte Pouchet-Bessières;OUI;0;12;10;8;2;OUI;OUI;2025-04-17T15:42:18+00:00;48.8978765, 2.3230632;Paris;75056;
31103;Gare Rosny-Bois-Perrier;OUI;0;30;4;3;1;OUI;OUI;2025-04-17T15:42:19+00:00;48.88115023337061, 2.480436824262142;Rosny-sous-Bois;93064;
7018;Ségur - d'Estrées;OUI;0;14;3;2;1;OUI;OUI;2025-04-17T15:41:57+00:00;48.851419978983, 2.3097044974566;Paris;75056;
5005;Gay Lussac - Saint-Jacques;OUI;0;23;1;0;1;OUI;OUI;2025-04-17T15:41:44+00:00;48.844730256132, 2.3419239448664;Paris;75056;
21323;Charlot - Stade Gabriel Voisin;OUI;0;3;27;26;1;OUI;OUI;2025-04-17T15:40:34+00:00;48.827228120536, 2.268122527474;Issy-les-Moulineaux;92040;
9014;Faubourg Montmartre - La Fayette;OUI;0;11;22;16;6;OUI;OUI;2025-04-17T15:39:43+00:00;48.875254549053, 2.3408536612988;Paris;75056;
8053;Place Georges Guillaumin;OUI;0;11;17;8;9;OUI;OUI;2025-04-17T15:42:36+00:00;48.874750203957, 2.301771435326;Paris;75056;
9106;Boudreau - Auber;OUI;0;11;17;16;1;OUI;OUI;2025-04-17T15:42:25+00:00;48.87219, 2.329423;Paris;75056;
31706;Château - République;OUI;0;21;1;0;1;OUI;OUI;2025-04-17T15:42:40+00:00;48.862923800596, 2.4155035614967;Bagnolet;93006;
19105;Ambroise Rendu - Porte Brunet;OUI;0;11;4;0;4;OUI;OUI;2025-04-17T15:40:36+00:00;48.883667, 2.395733;Paris;75056;
26003;Argenteuil - Voltaire;OUI;0;12;3;1;2;OUI;OUI;2025-04-17T15:39:10+00:00;48.91864865955558, 2.2814112156629562;Asnières-sur-Seine;92004;
22409;Henri Barbusse - Stalingrad;OUI;0;14;1;0;1;OUI;OUI;2025-04-17T15:41:57+00:00;48.814183748660554, 2.2872862592339516;Malakoff;92046;
17004;Legendre - Clichy;OUI;0;36;4;1;3;OUI;OUI;2025-04-17T15:40:17+00:00;48.88896161855884, 2.322528975094376;Paris;75056;
19015;Thionville - Ourcq;OUI;0;19;4;2;2;OUI;OUI;2025-04-17T15:41:03+00:00;48.88917613743794, 2.3833653330802917;Paris;75056;
19003;Quai de la Seine;OUI;0;20;4;1;3;OUI;OUI;2025-04-17T15:41:39+00:00;48.884492238407525, 2.3703941702842717;Paris;75056;
9022;Rossini - Laffitte;OUI;0;18;15;14;1;OUI;OUI;2025-04-17T15:42:22+00:00;48.87334627510507, 2.337980867701675;Paris;75056;
5020;Institut du Monde Arabe - Saint-Germain;OUI;0;7;32;26;6;OUI;OUI;2025-04-17T15:42:46+00:00;48.849063299501, 2.3558086529374;Paris;75056;
12151;Gare de Lyon - Place Louis Armand;OUI;0;6;53;50;3;OUI;OUI;2025-04-17T15:42:48+00:00;48.845515089794, 2.3726498446286;Paris;75056;
92007;Pesaro - Préfecture;OUI;0;18;4;2;2;OUI;OUI;2025-04-17T15:42:33+00:00;48.89577046284005, 2.223908342421055;Nanterre;92050;
16026;Ranelagh - Mozart;OUI;0;3;5;0;5;OUI;OUI;2025-04-17T15:42:18+00:00;48.8554439, 2.2704418;Paris;75056;
17043;Belidor - Gouvion-Saint-Cyr;OUI;26;31;5;2;3;OUI;OUI;2025-04-17T15:39:47+00:00;48.88022154052015, 2.2854680567979813;Paris;75056;
9028;Moncey - Blanche;OUI;0;15;2;0;2;OUI;OUI;2025-04-17T15:38:58+00:00;48.88006587474148, 2.3310810327529907;Paris;75056;
11023;Saint-Maur - Roquette;OUI;0;41;3;1;2;OUI;OUI;2025-04-17T15:34:41+00:00;48.858688774062955, 2.383553994571467;Paris;75056;
10107;Gare du Nord - Hôpital Lariboisière;OUI;0;46;2;0;2;OUI;OUI;2025-04-17T15:39:58+00:00;48.881949, 2.352339;Paris;75056;
12111;Claude Decaen - Cannebière;OUI;0;25;2;1;1;OUI;OUI;2025-04-17T15:40:37+00:00;48.83761417037952, 2.397253782195704;Paris;75056;
26002;Redoute - Les Courtilles;OUI;0;20;20;20;0;OUI;OUI;2025-04-17T15:40:21+00:00;48.929867194519, 2.2836696356535;Asnières-sur-Seine;92004;
11047;Amelot - Saint-Sébastien;OUI;0;8;21;10;11;OUI;OUI;2025-04-17T15:42:14+00:00;48.861142162761, 2.3677996181077;Paris;75056;
19026;Place de Rhin et Danube;OUI;0;10;5;1;4;OUI;OUI;2025-04-17T15:42:36+00:00;48.88192765861766, 2.392586767673493;Paris;75056;
19043;Delphine Seyrig - Général Leclerc;OUI;0;45;7;3;4;OUI;OUI;2025-04-17T15:42:39+00:00;48.893923963057865, 2.39790290594101;Pantin;93055;
16039;Exelmans - Versailles;OUI;0;25;22;17;5;OUI;OUI;2025-04-17T15:42:27+00:00;48.84097491091973, 2.264390252530575;Paris;75056;
15067;Desaix - Edgar Faure;OUI;0;4;7;7;0;OUI;OUI;2025-04-17T15:42:40+00:00;48.852804604940296, 2.293077029857222;Paris;75056;
45003;11 Novembre 1918 - 8 Mai 1945;OUI;0;19;17;6;11;OUI;OUI;2025-04-17T15:42:32+00:00;48.80889533774377, 2.5382421165704727;Champigny-sur-Marne;94017;
17030;Pereire - Rennequin;OUI;0;17;6;2;4;OUI;OUI;2025-04-17T15:42:39+00:00;48.88364782887555, 2.2952447086572647;Paris;75056;
11002;Roquette - Thiéré;OUI;0;6;17;7;10;OUI;OUI;2025-04-17T15:42:06+00:00;48.85507930579506, 2.3733686318721463;Paris;75056;
6006;Notre-Dame-des-Champs - Stanislas;OUI;0;10;9;2;7;OUI;OUI;2025-04-17T15:40:07+00:00;48.84479928858768, 2.329337755887181;Paris;75056;
8034;Berri - Haussmann;OUI;0;16;18;6;12;OUI;OUI;2025-04-17T15:42:10+00:00;48.874746047357135, 2.3082953318953514;Paris;75056;
11027;Saint-Ambroise - Parmentier;OUI;0;34;3;1;2;OUI;OUI;2025-04-17T15:42:02+00:00;48.862147844548, 2.3772348091006;Paris;75056;
5032;Panthéon - Valette;OUI;0;34;5;2;3;OUI;OUI;2025-04-17T15:41:26+00:00;48.847020571652, 2.3464982619671;Paris;75056;
8010;Liège - Moscou;OUI;0;13;4;1;3;OUI;OUI;2025-04-17T15:34:47+00:00;48.8795431, 2.3264628;Paris;75056;
18107;Chartres - La Charbonnière;OUI;0;31;1;0;1;OUI;OUI;2025-04-17T15:41:25+00:00;48.8847601, 2.3534657;Paris;75056;
31009;Place Du Général De Gaulle;OUI;0;23;1;0;1;OUI;OUI;2025-04-17T15:39:51+00:00;48.8687591, 2.4329931;Montreuil;93048;
20042;Pyrénées - Emmery;OUI;0;36;4;0;4;OUI;OUI;2025-04-17T15:38:30+00:00;48.872010281270974, 2.392039597034455;Paris;75056;
14020;Cimetière de Montrouge;OUI;0;53;3;1;2;OUI;OUI;2025-04-17T15:39:59+00:00;48.821466904768, 2.3215785772007;Paris;75056;
12128;Pyramide - Ecole du Breuil;OUI;0;12;22;21;1;OUI;OUI;2025-04-17T15:42:24+00:00;48.82237977153955, 2.4586871266365056;Paris;75056;
33017;Anatole France - President Roosevelt;OUI;0;26;3;0;3;OUI;OUI;2025-04-17T15:42:32+00:00;48.9155156, 2.3814103;Aubervilliers;93001;
31022;Mairie de Montreuil;OUI;0;48;3;1;2;OUI;OUI;2025-04-17T15:36:47+00:00;48.86131452758348, 2.440614402294159;Montreuil;93048;
15042;Henry Farman;OUI;0;4;10;7;3;OUI;OUI;2025-04-17T15:42:10+00:00;48.83372430280548, 2.2713854536414146;Paris;75056;
46002;Rouget de Lisle;OUI;0;4;30;17;13;OUI;OUI;2025-04-17T15:38:48+00:00;48.764615483395254, 2.4071189761161804;Choisy-le-Roi;94022;
21212;Marne - Germain Dardan;OUI;0;19;1;1;0;OUI;OUI;2025-04-17T15:36:33+00:00;48.81217465201, 2.3035024699104;Montrouge;92049;
10016;Récollets - Square Villemin;OUI;0;14;3;2;1;OUI;OUI;2025-04-17T15:41:43+00:00;48.875034655883944, 2.359801238597928;Paris;75056;
44006;Concorde - Stalingrad;OUI;0;27;7;1;6;OUI;OUI;2025-04-17T15:42:43+00:00;48.7985844, 2.3821302;Vitry-sur-Seine;94081;
41302;Charles de Gaulle - Beauté;OUI;0;45;4;1;3;OUI;OUI;2025-04-17T15:38:13+00:00;48.83649602312711, 2.479562651149885;Nogent-sur-Marne;94052;
19120;Carducci - Place Hannah Arendt;OUI;0;25;2;0;2;OUI;OUI;2025-04-17T15:41:03+00:00;48.877436681515796, 2.3860743641853337;Paris;75056;
18011;Pajol - Place Herbert;OUI;0;37;2;0;2;OUI;OUI;2025-04-17T15:42:35+00:00;48.8927825, 2.3635598;Paris;75056;
11113;Richard Lenoir - Republique;OUI;0;44;12;10;2;OUI;OUI;2025-04-17T15:42:38+00:00;48.8667175, 2.3692541;Paris;75056;
33102;Gabriel Péri - Francisco Ferrer;OUI;0;13;3;1;2;OUI;OUI;2025-04-17T15:41:04+00:00;48.88633710236977, 2.407338917255402;Le Pré-Saint-Gervais;93061;
14003;Schoelcher - Raspail;OUI;0;46;3;0;3;OUI;OUI;2025-04-17T15:40:40+00:00;48.83681733526843, 2.3312794080411474;Paris;75056;
42706;Roger Salengro - Fontainebleau;OUI;0;21;4;1;3;OUI;OUI;2025-04-17T15:42:42+00:00;48.814548697325, 2.3611663654447;Le Kremlin-Bicêtre;94043;
19101;Square Simon Bolivar;OUI;3;16;7;0;7;OUI;OUI;2025-04-17T15:40:17+00:00;48.875089888322, 2.3826304078102;Paris;75056;
18003;Cimetière de Montmartre;OUI;0;37;4;1;3;OUI;OUI;2025-04-17T15:42:34+00:00;48.886472466142, 2.3328901827335;Paris;75056;
12114;Victor Hugo - Jeanne Jugan;OUI;0;22;5;1;4;OUI;OUI;2025-04-17T15:42:12+00:00;48.843949064031825, 2.415081394834419;Paris;75056;
15104;Hôpital Européen Georges Pompidou;OUI;0;21;41;41;0;OUI;OUI;2025-04-17T15:42:43+00:00;48.837695319163, 2.2753742337227;Paris;75056;
21312;Lucie Aubrac - Fort;OUI;0;30;0;0;0;OUI;OUI;2025-04-17T15:37:30+00:00;48.818144834008976, 2.271184623241425;Issy-les-Moulineaux;92040;
43008;Fontenay - Libération;OUI;0;13;9;4;5;OUI;OUI;2025-04-17T15:41:10+00:00;48.847803063647, 2.4451419711113;Vincennes;94080;
18028;Championnet - Vauvenargues;OUI;0;25;5;0;5;OUI;OUI;2025-04-17T15:40:59+00:00;48.89401874744574, 2.3319872841238976;Paris;75056;
5018;Mutualité;OUI;2;9;28;16;12;OUI;OUI;2025-04-17T15:42:15+00:00;48.848225572724, 2.3502873256803;Paris;75056;
35010;Hoche - Jean Lolive;OUI;0;21;3;2;1;NON;NON;2025-04-17T15:40:06+00:00;48.891102392008, 2.4028435349464;Pantin;93055;
4016;Lobau - Hôtel de Ville;OUI;0;2;57;41;16;OUI;OUI;2025-04-17T15:42:13+00:00;48.8562118, 2.3532536;Paris;75056;
8017;Rocher - Laborde;OUI;0;58;7;3;4;OUI;OUI;2025-04-17T15:41:14+00:00;48.87590240712654, 2.322616316378116;Paris;75056;
14138;Porte de Vanves;OUI;0;26;4;1;3;OUI;OUI;2025-04-17T15:42:11+00:00;48.828012849445, 2.3056878894567;Paris;75056;
15054;Lecourbe - Jean Maridor;OUI;0;5;14;10;4;OUI;OUI;2025-04-17T15:42:36+00:00;48.83796366147599, 2.2877392172813416;Paris;75056;
46003;Conservatoire de Musique;OUI;0;5;20;13;7;OUI;OUI;2025-04-17T15:39:44+00:00;48.77093586667601, 2.4034014344215398;Choisy-le-Roi;94022;
18046;Etienne Jodelle - Saint Ouen;OUI;0;28;5;1;4;OUI;OUI;2025-04-17T15:39:19+00:00;48.88794016394694, 2.326124420314341;Paris;75056;
41209;Cimetière de Fontenay-sous-Bois;OUI;0;9;6;1;5;OUI;OUI;2025-04-17T15:40:01+00:00;48.84706173362218, 2.4787822365760808;Fontenay-sous-Bois;94033;
22406;Guy Môquet - Etienne Dolet;OUI;0;20;1;0;1;OUI;OUI;2025-04-17T15:40:41+00:00;48.81527009991819, 2.298078276995073;Malakoff;92046;
14008;Mouton Duvernet - Général Leclerc;OUI;0;24;4;1;3;OUI;OUI;2025-04-17T15:42:47+00:00;48.831632518293, 2.3293121159077;Paris;75056;
18022;Marcadet - Barbès;OUI;0;31;5;2;3;OUI;OUI;2025-04-17T15:41:33+00:00;48.890451120965, 2.3490573929687;Paris;75056;
13001;Port-Royal - Hôpital du Val-de-Grâce;OUI;0;15;2;0;2;OUI;OUI;2025-04-17T15:40:49+00:00;48.837668272811, 2.3448138346607;Paris;75056;
8054;Bertie Albrecht - Hoche;OUI;0;22;9;6;3;OUI;OUI;2025-04-17T15:42:19+00:00;48.87614039826388, 2.301303138307601;Paris;75056;
15106;Grenelle - Violet;OUI;0;3;29;22;7;OUI;OUI;2025-04-17T15:42:35+00:00;48.84993035512154, 2.294612042605877;Paris;75056;
21209;Molière - République;OUI;0;29;0;0;0;OUI;OUI;2025-04-17T15:42:43+00:00;48.81111581390707, 2.3145738624448158;Montrouge;92049;
5124;Erasme - Ulm;OUI;0;24;0;0;0;OUI;OUI;2025-04-17T15:41:48+00:00;48.84264375274712, 2.3445946723222733;Paris;75056;
21005;Hôtel de Ville de Boulogne Billancourt;OUI;0;2;22;19;3;OUI;OUI;2025-04-17T15:42:46+00:00;48.83495885166784, 2.2416803240776066;Boulogne-Billancourt;92012;
14106;Marc Sangnier - Porte de Vanves;OUI;0;19;2;1;1;OUI;OUI;2025-04-17T15:39:53+00:00;48.825218683556734, 2.3107116669416428;Paris;75056;
42014;Place Marcel Cachin;OUI;0;1;31;30;1;OUI;OUI;2025-04-17T15:42:36+00:00;48.81411442356866, 2.39090770483017;Ivry-sur-Seine;94041;
31102;Boissière - Etienne Dolet;OUI;0;16;3;0;3;OUI;OUI;2025-04-17T15:40:56+00:00;48.876111, 2.4677312;Montreuil;93048;
15133;Saint Lambert - Blomet;OUI;0;18;7;3;4;OUI;OUI;2025-04-17T15:42:47+00:00;48.83659148147257, 2.2930556908249855;Paris;75056;
2111;Chabanais - Petits Champs;OUI;0;8;20;15;5;OUI;OUI;2025-04-17T15:42:46+00:00;48.86703740186721, 2.336716018617153;Paris;75056;
